"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2021Q4","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","State","Thousand","164"
"Number of Nights by Irish Residents","2021Q4","Business","Northern and Western","Thousand","22"
"Number of Nights by Irish Residents","2021Q4","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","Southern","Thousand","84"
"Number of Nights by Irish Residents","2021Q4","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","Eastern and Midland","Thousand","59"
"Number of Nights by Irish Residents","2021Q4","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","State","Thousand","1727"
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Northern and Western","Thousand","474"
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Southern","Thousand","873"
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Eastern and Midland","Thousand","380"
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","State","Thousand","397"
"Number of Nights by Irish Residents","2021Q4","Other reasons","Northern and Western","Thousand","188"
"Number of Nights by Irish Residents","2021Q4","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","Southern","Thousand","82"
"Number of Nights by Irish Residents","2021Q4","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","Eastern and Midland","Thousand","126"
"Number of Nights by Irish Residents","2021Q4","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","State","Thousand","5201"
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Northern and Western","Thousand","1295"
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Southern","Thousand","2359"
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Eastern and Midland","Thousand","1547"
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","State","Thousand","2475"
"Number of Nights by Irish Residents","2022Q1","Holiday","Northern and Western","Thousand","647"
"Number of Nights by Irish Residents","2022Q1","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","Southern","Thousand","1038"
"Number of Nights by Irish Residents","2022Q1","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","Eastern and Midland","Thousand","790"
"Number of Nights by Irish Residents","2022Q1","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","State","Thousand","146"
"Number of Nights by Irish Residents","2022Q1","Business","Northern and Western","Thousand","31"
"Number of Nights by Irish Residents","2022Q1","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","Southern","Thousand","15"
"Number of Nights by Irish Residents","2022Q1","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","Eastern and Midland","Thousand","100"
"Number of Nights by Irish Residents","2022Q1","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","State","Thousand","1940"
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Northern and Western","Thousand","425"
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Southern","Thousand","1043"
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Eastern and Midland","Thousand","472"
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","State","Thousand","640"
"Number of Nights by Irish Residents","2022Q1","Other reasons","Northern and Western","Thousand","191"
"Number of Nights by Irish Residents","2022Q1","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","Southern","Thousand","264"
"Number of Nights by Irish Residents","2022Q1","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","Eastern and Midland","Thousand","185"
"Number of Nights by Irish Residents","2022Q1","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","State","Thousand","7975"
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Northern and Western","Thousand","1948"
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Southern","Thousand","3787"
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Eastern and Midland","Thousand","2240"
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","State","Thousand","4476"
"Number of Nights by Irish Residents","2022Q2","Holiday","Northern and Western","Thousand","833"
"Number of Nights by Irish Residents","2022Q2","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","Southern","Thousand","2417"
"Number of Nights by Irish Residents","2022Q2","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","Eastern and Midland","Thousand","1226"
"Number of Nights by Irish Residents","2022Q2","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Business","State","Thousand","461"
"Number of Nights by Irish Residents","2022Q2","Business","Northern and Western","Thousand","71"
"Number of Nights by Irish Residents","2022Q2","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Business","West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Business","Southern","Thousand","134"
"Number of Nights by Irish Residents","2022Q2","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","Business","Eastern and Midland","Thousand","257"
