"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","State","Thousand","2068"
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","Border, Midland and Western","Thousand","600"
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","Southern and Eastern","Thousand","1468"
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","State","Thousand","618"
"Number of Nights by Irish Residents","2008Q4","Other reasons","Border, Midland and Western","Thousand","171"
"Number of Nights by Irish Residents","2008Q4","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","Southern and Eastern","Thousand","447"
"Number of Nights by Irish Residents","2008Q4","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","State","Thousand","4221"
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","Border, Midland and Western","Thousand","1435"
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","Southern and Eastern","Thousand","2786"
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","State","Thousand","1706"
"Number of Nights by Irish Residents","2009Q1","Holiday","Border, Midland and Western","Thousand","641"
"Number of Nights by Irish Residents","2009Q1","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","Southern and Eastern","Thousand","1065"
"Number of Nights by Irish Residents","2009Q1","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","State","Thousand","358"
"Number of Nights by Irish Residents","2009Q1","Business","Border, Midland and Western","Thousand","110"
"Number of Nights by Irish Residents","2009Q1","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","Southern and Eastern","Thousand","249"
"Number of Nights by Irish Residents","2009Q1","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","State","Thousand","1444"
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","Border, Midland and Western","Thousand","532"
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","Southern and Eastern","Thousand","912"
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","State","Thousand","712"
"Number of Nights by Irish Residents","2009Q1","Other reasons","Border, Midland and Western","Thousand","152"
"Number of Nights by Irish Residents","2009Q1","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","Southern and Eastern","Thousand","560"
"Number of Nights by Irish Residents","2009Q1","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","State","Thousand","6087"
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","Border, Midland and Western","Thousand","1973"
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","Southern and Eastern","Thousand","4114"
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","State","Thousand","3171"
"Number of Nights by Irish Residents","2009Q2","Holiday","Border, Midland and Western","Thousand","927"
"Number of Nights by Irish Residents","2009Q2","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","Southern and Eastern","Thousand","2244"
"Number of Nights by Irish Residents","2009Q2","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","State","Thousand","329"
"Number of Nights by Irish Residents","2009Q2","Business","Border, Midland and Western","Thousand","109"
"Number of Nights by Irish Residents","2009Q2","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","Southern and Eastern","Thousand","220"
"Number of Nights by Irish Residents","2009Q2","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","State","Thousand","1587"
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","Border, Midland and Western","Thousand","606"
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","Southern and Eastern","Thousand","981"
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Other reasons","State","Thousand","998"
"Number of Nights by Irish Residents","2009Q2","Other reasons","Border, Midland and Western","Thousand","330"
"Number of Nights by Irish Residents","2009Q2","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","Other reasons","Southern and Eastern","Thousand","669"
"Number of Nights by Irish Residents","2009Q2","Other reasons","Dublin","Thousand",""
